pauta,link,data,editoria,freq_edi
JANEIRO BRANCO - CUIDADOS COM A SAÚDE MENTAL,https://trello.com/c/sUiSuHX6,2024-01-11T00:14:24.131Z,Natal,1515
JANEIRO BRANCO - CUIDADOS COM A SAÚDE MENTAL,https://trello.com/c/sUiSuHX6,2024-01-11T00:14:24.131Z,Dia,1955
SANTUÁRIO DE NOSSA SENHORA DE FÁTIMA NA ZONA NORTE,https://trello.com/c/qoNdYEkX,2024-01-10T18:09:24.743Z,Dia,1955
SANTUÁRIO DE NOSSA SENHORA DE FÁTIMA NA ZONA NORTE,https://trello.com/c/qoNdYEkX,2024-01-10T18:09:24.743Z,Natal,1515
PLANO DIRETOR DE NATAL,https://trello.com/c/XQkrFEF9,2024-01-08T21:40:11.887Z,Dia,1955
PLANO DIRETOR DE NATAL,https://trello.com/c/XQkrFEF9,2024-01-08T21:40:11.887Z,Economia,704
PONTE DOS MÁRTIRES,https://trello.com/c/VIHdy78W,2024-01-09T20:57:01.221Z,Dia,1955
PONTE DOS MÁRTIRES,https://trello.com/c/VIHdy78W,2024-01-09T20:57:01.221Z,Natal,1515
CASA DA RIBEIRA É INVADIDA PARA FURTOS PELO 3º MÊS CONSECUTIVO,https://trello.com/c/Pq059gZH,2024-01-09T20:57:07.242Z,Dia,1955
CASA DA RIBEIRA É INVADIDA PARA FURTOS PELO 3º MÊS CONSECUTIVO,https://trello.com/c/Pq059gZH,2024-01-09T20:57:07.242Z,Natal,1515
SOLIDÃO NA TERCEIRA IDADE,https://trello.com/c/UuApCYD0,2024-01-23T14:24:37.456Z,Domingo,487
SOLIDÃO NA TERCEIRA IDADE,https://trello.com/c/UuApCYD0,2024-01-23T14:24:37.456Z,Natal,1515
ENGARRAFAMENTO PRAIA LITORAL SUL - PROJETO PARA NOVA VIA,https://trello.com/c/nFPypcTT,2024-01-15T02:12:46.736Z,Domingo,487
ENGARRAFAMENTO PRAIA LITORAL SUL - PROJETO PARA NOVA VIA,https://trello.com/c/nFPypcTT,2024-01-15T02:12:46.736Z,Economia,704
CRECHE/COLÔNIA DE FÉRIAS PARA PETS,https://trello.com/c/UdhXVF55,2024-01-15T02:12:32.143Z,Natal,1515
CRECHE/COLÔNIA DE FÉRIAS PARA PETS,https://trello.com/c/UdhXVF55,2024-01-15T02:12:32.143Z,Domingo,487
ESPORTES DE VERÃO,https://trello.com/c/OMGBX13D,2024-01-15T02:12:20.800Z,Domingo,487
ESPORTES DE VERÃO,https://trello.com/c/OMGBX13D,2024-01-15T02:12:20.800Z,Natal,1515
VERBA DO GOVERNO FEDERAL PARA A SEGURANÇA DO RN,https://trello.com/c/wdbYFhl1,2024-01-15T02:12:11.497Z,Natal,1515
VERBA DO GOVERNO FEDERAL PARA A SEGURANÇA DO RN,https://trello.com/c/wdbYFhl1,2024-01-15T02:12:11.497Z,Domingo,487
REUNIÃO ENTRE ZURICH E PREFEITURA DE SÃO GONÇALO DO AMARANTE,https://trello.com/c/33TEymhQ,2024-01-09T20:56:59.341Z,Economia,704
REUNIÃO ENTRE ZURICH E PREFEITURA DE SÃO GONÇALO DO AMARANTE,https://trello.com/c/33TEymhQ,2024-01-09T20:56:59.341Z,Dia,1955
EXPECTATIVA PARA RESULTADO FINAL DO ENEM,https://trello.com/c/yQxdGS9U,2024-01-09T20:57:08.855Z,Natal,1515
EXPECTATIVA PARA RESULTADO FINAL DO ENEM,https://trello.com/c/yQxdGS9U,2024-01-09T20:57:08.855Z,Dia,1955
IPVA EM ATRASO PODE CAUSAR APREENSÃO DE VEÍCULO?,https://trello.com/c/2xoWMbPp,2024-01-09T20:57:11.096Z,Dia,1955
IPVA EM ATRASO PODE CAUSAR APREENSÃO DE VEÍCULO?,https://trello.com/c/2xoWMbPp,2024-01-09T20:57:11.096Z,Natal,1515
ENGARRAFAMENTO NO TRÂNSITO LITORAL SUL,https://trello.com/c/rBNTcYKc,2024-01-10T16:03:57.260Z,Dia,1955
ENGARRAFAMENTO NO TRÂNSITO LITORAL SUL,https://trello.com/c/rBNTcYKc,2024-01-10T16:03:57.260Z,Natal,1515
OPERAÇÃO VERÃO PONTA NEGRA,https://trello.com/c/txI8NDli,2024-01-10T16:03:49.415Z,Natal,1515
OPERAÇÃO VERÃO PONTA NEGRA,https://trello.com/c/txI8NDli,2024-01-10T16:03:49.415Z,Dia,1955
CRESCIMENTO DE CASOS DE INFARTO EM JOVENS,https://trello.com/c/Djj71MCi,2024-01-15T02:11:45.062Z,Dia,1955
CRESCIMENTO DE CASOS DE INFARTO EM JOVENS,https://trello.com/c/Djj71MCi,2024-01-15T02:11:45.062Z,Natal,1515
DOENÇA H-PYLORI E COMPLICAÇÕES,https://trello.com/c/Io64qipJ,2024-01-24T16:14:51.758Z,Dia,1955
DOENÇA H-PYLORI E COMPLICAÇÕES,https://trello.com/c/Io64qipJ,2024-01-24T16:14:51.758Z,Natal,1515
INTERDIÇÃO DA PONTE NEWTON NAVARRO,https://trello.com/c/xaTP910f,2024-01-10T16:04:02.425Z,Dia,1955
INTERDIÇÃO DA PONTE NEWTON NAVARRO,https://trello.com/c/xaTP910f,2024-01-10T16:04:02.425Z,Natal,1515
SERVIDORES CRITICAM NOVO CALENDÁRIO DE PAGAMENTO DO GOVERNO,https://trello.com/c/91ikLb8O,2024-01-08T23:12:19.695Z,Dia,1955
SERVIDORES CRITICAM NOVO CALENDÁRIO DE PAGAMENTO DO GOVERNO,https://trello.com/c/91ikLb8O,2024-01-08T23:12:19.695Z,Economia,704
FORTE DOS REIS MAGOS,https://trello.com/c/B12osQJJ,2024-01-24T16:15:25.944Z,Domingo,487
FORTE DOS REIS MAGOS,https://trello.com/c/B12osQJJ,2024-01-24T16:15:25.944Z,Natal,1515
IMÓVEIS: INVESTIMENTO SEGURO E RENTÁVEL,https://trello.com/c/Vm1VFA5j,2024-01-07T23:36:15.702Z,Economia,704
IMÓVEIS: INVESTIMENTO SEGURO E RENTÁVEL,https://trello.com/c/Vm1VFA5j,2024-01-07T23:36:15.702Z,Domingo,487
ESTUDO DA CNC ESTIMA PERDA DE 28 BILHÕES COM FERIADOS EM 2024,https://trello.com/c/PPsCrrHY,2024-01-05T10:13:06.391Z,Dia,1955
ESTUDO DA CNC ESTIMA PERDA DE 28 BILHÕES COM FERIADOS EM 2024,https://trello.com/c/PPsCrrHY,2024-01-05T10:13:06.391Z,Economia,704
OPERAÇÃO VERÃO PREFEITURA DO NATAL,https://trello.com/c/leVuAFV0,2024-01-04T16:25:16.527Z,Pauta sem editoria,0
FOTOS - MISSA DO SANTUÁRIO ARQUIDIOCESANO DE SANTOS REIS - 17H,https://trello.com/c/XzdMXOYk,2024-01-03T21:31:46.559Z,Natal,1515
FOTOS - MISSA DO SANTUÁRIO ARQUIDIOCESANO DE SANTOS REIS - 17H,https://trello.com/c/XzdMXOYk,2024-01-03T21:31:46.559Z,Dia,1955
GOVERNO FEDERAL CORTA BENEFÍCIOS PARA BARES E RESTAURANTES,https://trello.com/c/za1UkbuO,2024-01-03T21:31:44.131Z,Economia,704
GOVERNO FEDERAL CORTA BENEFÍCIOS PARA BARES E RESTAURANTES,https://trello.com/c/za1UkbuO,2024-01-03T21:31:44.131Z,Dia,1955
LIQUIDAÇÕES DE INÍCIO DE ANO,https://trello.com/c/gn8IPqsE,2024-01-08T15:24:15.070Z,Dia,1955
LIQUIDAÇÕES DE INÍCIO DE ANO,https://trello.com/c/gn8IPqsE,2024-01-08T15:24:15.070Z,Economia,704
OBRAS DO GOVERNO FEDERAL PARADAS NA EDUCAÇÃO E SEGURANÇA NO RN,https://trello.com/c/0AenH0l9,2024-01-08T18:55:54.942Z,Domingo,487
OBRAS DO GOVERNO FEDERAL PARADAS NA EDUCAÇÃO E SEGURANÇA NO RN,https://trello.com/c/0AenH0l9,2024-01-08T18:55:54.942Z,Natal,1515
BRASIL BATE RECORDE DE HOSPITALIZAÇÕES POR TROMBOSE VENOSA,https://trello.com/c/AKgHbCcy,2024-01-03T21:02:08.870Z,Dia,1955
BRASIL BATE RECORDE DE HOSPITALIZAÇÕES POR TROMBOSE VENOSA,https://trello.com/c/AKgHbCcy,2024-01-03T21:02:08.870Z,Natal,1515
Álvaro Dias tem 74% de aprovação,https://trello.com/c/yZ7D8CJZ,2024-01-03T18:18:17.866Z,Política,100
Álvaro Dias tem 74% de aprovação,https://trello.com/c/yZ7D8CJZ,2024-01-03T18:18:17.866Z,Dia,1955
OPORTUNIDADES DE RENDA EXTRA NO VERÃO,https://trello.com/c/MBTYTajv,2024-01-05T17:46:20.852Z,Domingo,487
OPORTUNIDADES DE RENDA EXTRA NO VERÃO,https://trello.com/c/MBTYTajv,2024-01-05T17:46:20.852Z,Economia,704
CUIDADOS COM A PELE NO VERÃO,https://trello.com/c/MpOwfcFO,2024-01-06T12:34:00.147Z,Domingo,487
CUIDADOS COM A PELE NO VERÃO,https://trello.com/c/MpOwfcFO,2024-01-06T12:34:00.147Z,Natal,1515
CUIDADOS COM A SAÚDE NO VERÃO,https://trello.com/c/cwSnFLI4,2024-01-03T22:34:58.486Z,Dia,1955
CUIDADOS COM A SAÚDE NO VERÃO,https://trello.com/c/cwSnFLI4,2024-01-03T22:34:58.486Z,Natal,1515
RN LIDERA RANKING DE NOVOS PROJETOS PARA ENERGIA SOLAR,https://trello.com/c/IO42THzG,2024-01-04T16:25:30.346Z,Dia,1955
RN LIDERA RANKING DE NOVOS PROJETOS PARA ENERGIA SOLAR,https://trello.com/c/IO42THzG,2024-01-04T16:25:30.346Z,Economia,704
QUEDA DE ENERGIA CAUSA REVOLTA EM VERANISTAS E COMERCIANTES,https://trello.com/c/JD6cauCd,2024-01-04T16:25:35.976Z,Dia,1955
QUEDA DE ENERGIA CAUSA REVOLTA EM VERANISTAS E COMERCIANTES,https://trello.com/c/JD6cauCd,2024-01-04T16:25:35.976Z,Natal,1515
DIAS DE REIS,https://trello.com/c/sVB2B3jm,2024-01-04T19:10:11.617Z,Dia,1955
DIAS DE REIS,https://trello.com/c/sVB2B3jm,2024-01-04T19:10:11.617Z,Natal,1515
AUMENTO DE FURTOS EM LAGOAS DE CAPTAÇÃO E ESTAÇÕES ELEVATÓRIAS,https://trello.com/c/du44IATg,2024-01-03T15:34:08.873Z,Dia,1955
AUMENTO DE FURTOS EM LAGOAS DE CAPTAÇÃO E ESTAÇÕES ELEVATÓRIAS,https://trello.com/c/du44IATg,2024-01-03T15:34:08.873Z,Natal,1515
CHEGADA DO VERÃO AUMENTA RISCOS DE AFOGAMENTOS,https://trello.com/c/3UQ6ZGAt,2024-01-04T16:25:33.352Z,Dia,1955
CHEGADA DO VERÃO AUMENTA RISCOS DE AFOGAMENTOS,https://trello.com/c/3UQ6ZGAt,2024-01-04T16:25:33.352Z,Natal,1515
COMO ELIMINAR DÍVIDAS E PLANEJAR O ANO,https://trello.com/c/yYkVJWQH,2024-01-24T16:15:49.071Z,Dia,1955
COMO ELIMINAR DÍVIDAS E PLANEJAR O ANO,https://trello.com/c/yYkVJWQH,2024-01-24T16:15:49.071Z,Economia,704
BRINQUEDOS DO PARQUE DAS DUNAS SÃO RETIRADOS,https://trello.com/c/2TNJWxzl,2024-01-02T21:10:44.712Z,Dia,1955
BRINQUEDOS DO PARQUE DAS DUNAS SÃO RETIRADOS,https://trello.com/c/2TNJWxzl,2024-01-02T21:10:44.712Z,Natal,1515
CONFRA DE PAULINHO,https://trello.com/c/BN94IFO8,2024-01-03T18:18:27.359Z,Dia,1955
CONFRA DE PAULINHO,https://trello.com/c/BN94IFO8,2024-01-03T18:18:27.359Z,Política,100
"Faça uma matéria sobre os 29 projetos de lei que foram aprovados na última sessão antes votação da LOA,",https://trello.com/c/DSsHVZac,2024-01-03T18:18:38.783Z,Dia,1955
"Faça uma matéria sobre os 29 projetos de lei que foram aprovados na última sessão antes votação da LOA,",https://trello.com/c/DSsHVZac,2024-01-03T18:18:38.783Z,Política,100
Dnocs desmente notícia de que vá recolher equipamentos de Prefeituras do RN,https://trello.com/c/dkOLP2sA,2024-01-03T18:18:46.233Z,Política,100
Dnocs desmente notícia de que vá recolher equipamentos de Prefeituras do RN,https://trello.com/c/dkOLP2sA,2024-01-03T18:18:46.233Z,Dia,1955
Entrevista com Kleber Fernandes na Jovem Pan News,https://trello.com/c/gEJOBA7r,2024-01-03T18:18:53.614Z,Dia,1955
Entrevista com Kleber Fernandes na Jovem Pan News,https://trello.com/c/gEJOBA7r,2024-01-03T18:18:53.614Z,Política,100
Repercutir com vereadores a LOA 2024 de Natal,https://trello.com/c/U5AnG63y,2024-01-03T18:19:00.559Z,Política,100
Repercutir com vereadores a LOA 2024 de Natal,https://trello.com/c/U5AnG63y,2024-01-03T18:19:00.559Z,Dia,1955
MUDANÇAS NA LEI DJALMA MARANHÃO,https://trello.com/c/DUl1sz1m,2023-12-29T14:40:33.657Z,Natal,1515
MUDANÇAS NA LEI DJALMA MARANHÃO,https://trello.com/c/DUl1sz1m,2023-12-29T14:40:33.657Z,Dia,1955
LIBERAÇÃO DE RECURSOS PARA INDENIZAÇÃO À INFRAMÉRICA,https://trello.com/c/8f7D6Mlt,2024-01-02T15:34:39.325Z,Dia,1955
LIBERAÇÃO DE RECURSOS PARA INDENIZAÇÃO À INFRAMÉRICA,https://trello.com/c/8f7D6Mlt,2024-01-02T15:34:39.325Z,Economia,704
QUIOSQUEIROS RECLAMAM DE FALTA DE ESTRUTURA E ORDENAMENTO DO CALÇADÃO,https://trello.com/c/ijUguRR0,2024-01-02T15:34:35.881Z,Dia,1955
QUIOSQUEIROS RECLAMAM DE FALTA DE ESTRUTURA E ORDENAMENTO DO CALÇADÃO,https://trello.com/c/ijUguRR0,2024-01-02T15:34:35.881Z,Natal,1515
CADÊ O RESULTADO DO REFIS 2023?,https://trello.com/c/2Idseg1D,2024-01-02T13:55:10.570Z,Economia,704
CADÊ O RESULTADO DO REFIS 2023?,https://trello.com/c/2Idseg1D,2024-01-02T13:55:10.570Z,Dia,1955
COMPRAS NO COMÉRCIO PARA A VIRADA DO ANO,https://trello.com/c/fSuf2Ysp,2023-12-28T21:40:04.833Z,Economia,704
COMPRAS NO COMÉRCIO PARA A VIRADA DO ANO,https://trello.com/c/fSuf2Ysp,2023-12-28T21:40:04.833Z,Domingo,487
ESTUDANTE DA UFRN CRIA ROBÔ PARA USO AGRÍCOLA,https://trello.com/c/X6A7DKZf,2024-01-01T22:55:16.283Z,Dia,1955
ESTUDANTE DA UFRN CRIA ROBÔ PARA USO AGRÍCOLA,https://trello.com/c/X6A7DKZf,2024-01-01T22:55:16.283Z,Natal,1515
BOMBEIROS ALERTAM PARA USO CORRETO DE FOGOS DE ARTIFÍCIO E MÉDICOS SOBRE RISCOS,https://trello.com/c/zted2Xow,2023-12-28T15:10:33.158Z,Dia,1955
BOMBEIROS ALERTAM PARA USO CORRETO DE FOGOS DE ARTIFÍCIO E MÉDICOS SOBRE RISCOS,https://trello.com/c/zted2Xow,2023-12-28T15:10:33.158Z,Natal,1515
HPV ATINGE MAIS DA METADE DAS MULHERES DO PAÍS,https://trello.com/c/Sv9cMERc,2023-12-28T02:25:10.938Z,Dia,1955
HPV ATINGE MAIS DA METADE DAS MULHERES DO PAÍS,https://trello.com/c/Sv9cMERc,2023-12-28T02:25:10.938Z,Natal,1515
EXPECTATIVAS PARA MEGA DA VIRADA - SUPERSTIÇÕES -,https://trello.com/c/J0gn0yEj,2023-12-27T22:11:36.370Z,Natal,1515
EXPECTATIVAS PARA MEGA DA VIRADA - SUPERSTIÇÕES -,https://trello.com/c/J0gn0yEj,2023-12-27T22:11:36.370Z,Dia,1955
LINHA ROXA: ESTAÇÕES DE TREM DE SGA NÃO ESTÃO FUNCIONANDO,https://trello.com/c/B6gfMsKr,2024-01-04T19:10:19.767Z,Dia,1955
LINHA ROXA: ESTAÇÕES DE TREM DE SGA NÃO ESTÃO FUNCIONANDO,https://trello.com/c/B6gfMsKr,2024-01-04T19:10:19.767Z,Natal,1515
DNIT FECHA CRUZAMENTO DE MACAÍBA E MUDA TRAJETO PARA AEROPORTO DE SGA,https://trello.com/c/UGIMacjh,2023-12-28T21:39:27.903Z,Dia,1955
DNIT FECHA CRUZAMENTO DE MACAÍBA E MUDA TRAJETO PARA AEROPORTO DE SGA,https://trello.com/c/UGIMacjh,2023-12-28T21:39:27.903Z,Natal,1515
Projeto de Lei quer reduzir limite para incentivos culturais em Natal,https://trello.com/c/AB2dBhZw,2024-01-03T18:19:09.535Z,Política,100
Projeto de Lei quer reduzir limite para incentivos culturais em Natal,https://trello.com/c/AB2dBhZw,2024-01-03T18:19:09.535Z,Dia,1955
COMPLEXO TURÍSTICO DA REDINHA,https://trello.com/c/5T3YXLyC,2023-12-27T14:28:22.912Z,Dia,1955
COMPLEXO TURÍSTICO DA REDINHA,https://trello.com/c/5T3YXLyC,2023-12-27T14:28:22.912Z,Natal,1515
MERCADO DE ALUGUEL NAS PRAIAS,https://trello.com/c/1BtjU0d8,2023-12-27T19:41:54.751Z,Dia,1955
MERCADO DE ALUGUEL NAS PRAIAS,https://trello.com/c/1BtjU0d8,2023-12-27T19:41:54.751Z,Economia,704
SORTEIO DE VAGAS PARA CMEIs E CRECHES,https://trello.com/c/rkmcAe2c,2023-12-27T19:41:57.909Z,Dia,1955
SORTEIO DE VAGAS PARA CMEIs E CRECHES,https://trello.com/c/rkmcAe2c,2023-12-27T19:41:57.909Z,Natal,1515
BUSCA DE ROUPAS PARA A VIRADA DE ANO: QUAIS AS CORES E LOOKS PREFERIDOS?,https://trello.com/c/L6Me4wEe,2023-12-27T20:07:56.577Z,Dia,1955
BUSCA DE ROUPAS PARA A VIRADA DE ANO: QUAIS AS CORES E LOOKS PREFERIDOS?,https://trello.com/c/L6Me4wEe,2023-12-27T20:07:56.577Z,Natal,1515
ESTUDO SOBRE A BALNEABILIDADE DAS PRAIAS E PERSPECTIVAS PARA O VERÃO,https://trello.com/c/7rHtUAOF,2023-12-27T14:28:10.079Z,Natal,1515
ESTUDO SOBRE A BALNEABILIDADE DAS PRAIAS E PERSPECTIVAS PARA O VERÃO,https://trello.com/c/7rHtUAOF,2023-12-27T14:28:10.079Z,Dia,1955
FALTA DE ORDENAMENTO NO CALÇADÃO DA ORLA DE PONTA NEGRA - ERIVAN FRANÇA,https://trello.com/c/pHoZDcl4,2023-12-27T19:41:51.450Z,Dia,1955
FALTA DE ORDENAMENTO NO CALÇADÃO DA ORLA DE PONTA NEGRA - ERIVAN FRANÇA,https://trello.com/c/pHoZDcl4,2023-12-27T19:41:51.450Z,Natal,1515
COMPRAS PELA INTERNET: COMO EVITAR GOLPES E FRAUDES,https://trello.com/c/G4CTnT63,2023-12-27T19:42:41.554Z,Economia,704
COMPRAS PELA INTERNET: COMO EVITAR GOLPES E FRAUDES,https://trello.com/c/G4CTnT63,2023-12-27T19:42:41.554Z,Dia,1955
POLÊMICA: CASO CHOQUEI,https://trello.com/c/AgWDBuyE,2024-01-02T15:35:40.807Z,Dia,1955
POLÊMICA: CASO CHOQUEI,https://trello.com/c/AgWDBuyE,2024-01-02T15:35:40.807Z,Natal,1515
NATAL  É A CAPITAL QUE TERÁ MAIOR NÚMERO DE ESTRANGEIROS NO VERÃO,https://trello.com/c/669h3yvt,2023-12-27T19:42:12.327Z,Pauta sem editoria,0
PRÊMIOS JORNALÍSTICOS TRIBUNA DO NORTE,https://trello.com/c/kRn2KccK,2024-01-01T21:05:39.626Z,Domingo,487
PRÊMIOS JORNALÍSTICOS TRIBUNA DO NORTE,https://trello.com/c/kRn2KccK,2024-01-01T21:05:39.626Z,Natal,1515
RETROSPECTIVA 2023- NATAL E ECONOMIA,https://trello.com/c/MmGf8Ja7,2024-01-01T21:05:22.647Z,Domingo,487
RETROSPECTIVA 2023- NATAL E ECONOMIA,https://trello.com/c/MmGf8Ja7,2024-01-01T21:05:22.647Z,Natal,1515
PREVISÕES 2024,https://trello.com/c/MTXF6LeR,2024-01-01T21:05:45.824Z,Domingo,487
PREVISÕES 2024,https://trello.com/c/MTXF6LeR,2024-01-01T21:05:45.824Z,Natal,1515
RN NÍVEL C,https://trello.com/c/VOWIGU0n,2024-01-01T21:05:26.043Z,Economia,704
RN NÍVEL C,https://trello.com/c/VOWIGU0n,2024-01-01T21:05:26.043Z,Domingo,487
CAMPANHA DE DOAÇÃO PARA REFORMA DE CASA,https://trello.com/c/B5IIuDBv,2023-12-26T20:26:35.687Z,Dia,1955
CAMPANHA DE DOAÇÃO PARA REFORMA DE CASA,https://trello.com/c/B5IIuDBv,2023-12-26T20:26:35.687Z,Natal,1515
CAPACITAÇÃO DE JOVENS DO EXÉRCITO PARA O SISTEMA FIERN,https://trello.com/c/FCwd66Ly,2024-01-02T15:35:54.004Z,Dia,1955
CAPACITAÇÃO DE JOVENS DO EXÉRCITO PARA O SISTEMA FIERN,https://trello.com/c/FCwd66Ly,2024-01-02T15:35:54.004Z,Natal,1515
AUDIÊNCIA DO PORTAL TNONLINE,https://trello.com/c/PHaTnFaS,2024-01-02T15:35:44.468Z,Dia,1955
AUDIÊNCIA DO PORTAL TNONLINE,https://trello.com/c/PHaTnFaS,2024-01-02T15:35:44.468Z,Natal,1515
CEIAS DE FIM DE ANO,https://trello.com/c/9TfyUDjP,2023-12-26T20:26:30.528Z,Dia,1955
CEIAS DE FIM DE ANO,https://trello.com/c/9TfyUDjP,2023-12-26T20:26:30.528Z,Economia,704
ANIVERSÁRIO DE 424 ANOS DE NATAL,https://trello.com/c/silBU4L0,2023-12-26T16:34:20.753Z,Domingo,487
ANIVERSÁRIO DE 424 ANOS DE NATAL,https://trello.com/c/silBU4L0,2023-12-26T16:34:20.753Z,Dia,1955
TROCA DE PRESENTES PÓS NATAL,https://trello.com/c/Cp6tNbwq,2023-12-25T20:13:45.373Z,Economia,704
TROCA DE PRESENTES PÓS NATAL,https://trello.com/c/Cp6tNbwq,2023-12-25T20:13:45.373Z,Dia,1955
PLN QUE VIABILIZA INDENIZAÇÃO À INFRAMÉRICA,https://trello.com/c/CtEMNcuo,2023-12-26T16:34:22.327Z,Economia,704
PLN QUE VIABILIZA INDENIZAÇÃO À INFRAMÉRICA,https://trello.com/c/CtEMNcuo,2023-12-26T16:34:22.327Z,Natal,1515
ENTREVISTA ABRASEL,https://trello.com/c/DZF6jngl,2023-12-26T16:34:40.435Z,Domingo,487
ENTREVISTA ABRASEL,https://trello.com/c/DZF6jngl,2023-12-26T16:34:40.435Z,Economia,704
CAMPANHA NATAL SEM FOME,https://trello.com/c/Jeu1pLao,2023-12-26T16:34:48.530Z,Dia,1955
CAMPANHA NATAL SEM FOME,https://trello.com/c/Jeu1pLao,2023-12-26T16:34:48.530Z,Natal,1515
JP NEWS NATAL: CRESCIMENTO DA AUDIÊNCIA E NOVOS PROJETOS,https://trello.com/c/0cYTPlwo,2023-12-26T16:34:45.956Z,Dia,1955
JP NEWS NATAL: CRESCIMENTO DA AUDIÊNCIA E NOVOS PROJETOS,https://trello.com/c/0cYTPlwo,2023-12-26T16:34:45.956Z,Natal,1515
FECOMÉRCIO DIVULGA PERFIL DOS PARTICIPANTES DO CARNATAL,https://trello.com/c/iQNnUl0K,2023-12-26T16:34:42.959Z,Economia,704
FECOMÉRCIO DIVULGA PERFIL DOS PARTICIPANTES DO CARNATAL,https://trello.com/c/iQNnUl0K,2023-12-26T16:34:42.959Z,Dia,1955
MATÉRIA COM A NOVA GERENTE DE MKT DA TN - ROSÂNGELA MORENO,https://trello.com/c/xDX36n4B,2023-12-26T16:34:41.754Z,Dia,1955
MATÉRIA COM A NOVA GERENTE DE MKT DA TN - ROSÂNGELA MORENO,https://trello.com/c/xDX36n4B,2023-12-26T16:34:41.754Z,Natal,1515
UNIVERSIDADES COBRAM MILHÕES AO MEC,https://trello.com/c/fFt27ork,2023-12-26T16:35:09.700Z,Dia,1955
UNIVERSIDADES COBRAM MILHÕES AO MEC,https://trello.com/c/fFt27ork,2023-12-26T16:35:09.700Z,Natal,1515
COMPRAS DE NATAL DE ÚLTIMA HORA,https://trello.com/c/F7e4ivrl,2023-12-22T15:06:04.004Z,Economia,704
COMPRAS DE NATAL DE ÚLTIMA HORA,https://trello.com/c/F7e4ivrl,2023-12-22T15:06:04.004Z,Dia,1955
BELLS CAFETERIA,https://trello.com/c/YAkIcEWX,2023-12-20T15:46:49.041Z,Dia,1955
BELLS CAFETERIA,https://trello.com/c/YAkIcEWX,2023-12-20T15:46:49.041Z,Economia,704
PONTE DE IGAPÓ,https://trello.com/c/FP6JJSbB,2023-12-26T16:35:11.424Z,Dia,1955
PONTE DE IGAPÓ,https://trello.com/c/FP6JJSbB,2023-12-26T16:35:11.424Z,Natal,1515
BLINDOG,https://trello.com/c/bjFebvxv,2023-12-26T16:34:13.277Z,Domingo,487
BLINDOG,https://trello.com/c/bjFebvxv,2023-12-26T16:34:13.277Z,Economia,704
SUPERMERCADOS APOSTAM EM VENDAS DE CEIAS NATALINAS,https://trello.com/c/ECVWk8sA,2023-12-26T16:35:01.633Z,Dia,1955
SUPERMERCADOS APOSTAM EM VENDAS DE CEIAS NATALINAS,https://trello.com/c/ECVWk8sA,2023-12-26T16:35:01.633Z,Economia,704
GÁS NATURAL NO RN,https://trello.com/c/ClhxqOGU,2023-12-26T16:34:14.582Z,Domingo,487
GÁS NATURAL NO RN,https://trello.com/c/ClhxqOGU,2023-12-26T16:34:14.582Z,Economia,704
AMICO: DRIVE DO DESAPEGO,https://trello.com/c/IYIcwgMK,2023-12-20T01:18:36.345Z,Pauta sem editoria,0
FESTA DE EMANCIPAÇÃO POLÍTICA DE JANDAÍRA,https://trello.com/c/8MhAidr4,2023-12-19T21:31:31.000Z,Dia,1955
FESTA DE EMANCIPAÇÃO POLÍTICA DE JANDAÍRA,https://trello.com/c/8MhAidr4,2023-12-19T21:31:31.000Z,Natal,1515
VISITA DE VEREADORES À RIBEIRA,https://trello.com/c/tZkeEKUE,2023-12-20T13:24:51.694Z,Dia,1955
VISITA DE VEREADORES À RIBEIRA,https://trello.com/c/tZkeEKUE,2023-12-20T13:24:51.694Z,Natal,1515
O CUSTO DO FUNCIONALISMO,https://trello.com/c/7r23vGxu,2023-12-26T16:34:15.926Z,Pauta sem editoria,0
PERFIS DE DIFERENTES PAPAIS NOÉIS,https://trello.com/c/IbjT96yM,2023-12-25T20:00:57.323Z,Domingo,487
PERFIS DE DIFERENTES PAPAIS NOÉIS,https://trello.com/c/IbjT96yM,2023-12-25T20:00:57.323Z,Natal,1515
MOVIMENTAÇÃO DE PADARIAS CEIAS DE NATAL,https://trello.com/c/jyZi1rvx,2023-12-26T16:35:12.975Z,Dia,1955
MOVIMENTAÇÃO DE PADARIAS CEIAS DE NATAL,https://trello.com/c/jyZi1rvx,2023-12-26T16:35:12.975Z,Economia,704
REUNIÃO DO CPG ATUM EM NATAL,https://trello.com/c/NrFzov0u,2023-12-18T18:58:28.816Z,Economia,704
REUNIÃO DO CPG ATUM EM NATAL,https://trello.com/c/NrFzov0u,2023-12-18T18:58:28.816Z,Dia,1955
ADVOGADOS DO RN ATUAM COMO MENSAGEIROS DO TRÁFICO EM ALCAÇUZ,https://trello.com/c/uRhHgnNd,2023-12-26T16:35:19.888Z,Dia,1955
ADVOGADOS DO RN ATUAM COMO MENSAGEIROS DO TRÁFICO EM ALCAÇUZ,https://trello.com/c/uRhHgnNd,2023-12-26T16:35:19.888Z,Natal,1515
REPERCUSSÃO DA SUSPENSÃO DA PESCA DO ATUM,https://trello.com/c/UVcfzrrh,2023-12-26T16:35:23.092Z,Economia,704
REPERCUSSÃO DA SUSPENSÃO DA PESCA DO ATUM,https://trello.com/c/UVcfzrrh,2023-12-26T16:35:23.092Z,Dia,1955
