IDmembers,reporter_fotografo,pauta,link,data
60f844aeb93bca671c3fe551,Bruno Vital,ALRN DEBATE REVITALIZAÇÃO DO CENTRO DE NATAL,https://trello.com/c/itEsG8pz,2023-09-27T01:36:04.670Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,CRATERA NA RUA NOSSA SENHORA DO Ó: DRAMA DE MORADORES CONTINUA,https://trello.com/c/7ztcPWuP,2023-09-25T20:54:11.834Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,REPERCUSSÃO TMP E ROTEIROS HISTÓRICOS,https://trello.com/c/mgmvT5Vt,2023-09-28T16:32:59.122Z
60f844aeb93bca671c3fe551,Bruno Vital,LICITAÇÃO PARA REQUALIFICAÇÃO DA RIBEIRA SERÁ NESTA SEGUNDA-FEIRA,https://trello.com/c/yEM9HBof,2023-09-27T01:36:23.102Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,GOVERNO FEDERAL BLOQUEIA VERBA DO AUXÍLIO GÁS,https://trello.com/c/yS6bmYc1,2023-09-27T01:36:13.736Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,MORRO DO CARECA - LAUDO SOBRE A VISITA TÉCNICA DO MINISTÉRIO DAS MINAS E ENERGIAS,https://trello.com/c/9dpSFgyA,2023-09-27T01:35:58.633Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,ELEIÇÃO PARA CONSELHEIROS TUTELARES,https://trello.com/c/uNPf5vHi,2023-09-26T21:23:44.395Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,AUMENTO DOS PREÇOS DE COMBUSTÍVEIS,https://trello.com/c/ODkRR223,2023-06-11T22:34:05.262Z
60f844aeb93bca671c3fe551,Bruno Vital,TN ENEM 2023,https://trello.com/c/x9UOrbel,2023-09-25T00:44:01.906Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,SUSPENSÃO DO PROGRAMA DO LEITE,https://trello.com/c/JHXdlqbX,2023-09-22T17:52:10.096Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,CARAVANA SEMEANDO AMOR,https://trello.com/c/9Y1AYKFD,2023-09-22T17:52:16.504Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,TERMINAL MARÍTIMO,https://trello.com/c/q2RsZGDv,2023-09-25T00:42:45.745Z
60f844aeb93bca671c3fe551,Bruno Vital,MOTORES - PAUTAS DIÁRIAS,https://trello.com/c/X3lJegdn,2023-09-25T00:43:06.900Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,DNIT / PONTE DE IGAPÓ,https://trello.com/c/vJR1LmbR,2023-09-22T17:15:08.025Z
60f844aeb93bca671c3fe551,Bruno Vital,ACORDO COM MP LIBERA ÁREA DO SAN VALE PARA CONSTRUÇÃO,https://trello.com/c/FQtBE3mp,2023-09-20T15:59:58.767Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,55 ANOS DA UERN,https://trello.com/c/3MUHdPRv,2023-09-19T20:43:10.745Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,INVASÃO CANTEIROS PRÓXIMOS AO VIADUTO DO BALDO,https://trello.com/c/vCcCxt3C,2023-06-12T15:39:21.285Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,ABANDONO DO MUSEU DA RAMPA,https://trello.com/c/X7VFWo7j,2023-09-17T19:45:56.871Z
5af3396cb98a246febedd607,Fernandasouzajh,SITUAÇÃO DAS FAMÍLIAS DO DESABAMENTO DE NEÓPOLIS,https://trello.com/c/VXzElCUA,2023-09-19T21:10:45.423Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,HOTEL BRA,https://trello.com/c/LNA6aPGb,2023-09-18T21:21:45.936Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,LANÇAMENTO FESTA DO BOI,https://trello.com/c/e0B09yf3,2023-09-15T15:50:10.213Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,RUA CHILE,https://trello.com/c/c7DOxcSh,2023-09-17T16:55:36.859Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,PONTE DE IGAPÓ - DESDOBRAMENTOS,https://trello.com/c/ekbxeA5K,2023-09-15T15:47:45.500Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,ATUALIZAÇÃO DA ENGORDA,https://trello.com/c/wsAwk1MK,2023-09-15T15:47:27.724Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,INÍCIO DA INTERDIÇÃO DA PONTE DE IGAPÓ,https://trello.com/c/GL7L29CC,2023-09-11T21:26:36.458Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,INADIMPLÊNCIA E PROGRAMA DE RENEGOCIAÇÃO DE DÍVIDAS,https://trello.com/c/ZixbtPRk,2023-06-11T23:23:44.463Z
60f844aeb93bca671c3fe551,Bruno Vital,ATUALIZAÇÃO DA INVESTIGAÇÃO SOBRE A PICHAÇÃO DO FORTE,https://trello.com/c/lkVXxlSA,2023-09-15T15:47:24.355Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,INTERDIÇÃO PONTE DE IGAPÓ 3,https://trello.com/c/i3aU7Dbp,2023-09-13T01:19:18.544Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,ATUALIZAÇÃO ENGORDA,https://trello.com/c/oseDPdub,2023-09-11T00:12:14.868Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,ENEM 2023,https://trello.com/c/wrwldAJ5,2023-09-15T15:47:16.439Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,COMPLEXO DA REDINHA: DANIEL VALENÇA PERDE AÇÃO NA JUSTIÇA,https://trello.com/c/jRz0TBPD,2023-09-15T15:47:05.937Z
60f844aeb93bca671c3fe551,Bruno Vital,TN ENEM,https://trello.com/c/jKO5WVOm,2023-09-06T19:44:40.077Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,FORTALEZA DOS REIS MAGOS,https://trello.com/c/ja6viO2L,2023-09-08T19:40:55.370Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,ASSOCIAÇÃO DE GINASTAS - MÃE LUIZA,https://trello.com/c/vReL4oMg,2023-09-08T15:23:58.336Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,MOVIMENTO RODOVIÁRIA - FERIADÃO,https://trello.com/c/lUpwKGU5,2023-09-08T19:40:49.482Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,EXPLOSÃO EM POSTO DE COMBUSTÍVEIS: FAMÍLIA DAS VÍTIMAS FAZEM CAMPANHA PARA CUSTEAR TRATAMENTO,https://trello.com/c/MJC3lfNQ,2023-09-05T20:04:05.836Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,AVANÇO DE OBRAS DO COMPLEXO DA REDINHA,https://trello.com/c/t0hU35mN,2023-09-06T19:50:30.296Z
60f844aeb93bca671c3fe551,Bruno Vital,DESTRUIÇÃO E RISCOS DO CALÇADÃO DA ROBERTO FREIRE,https://trello.com/c/lAQAokti,2023-09-08T14:06:03.339Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,TRANSPLANTES DE ÓRGÃOS NO RN,https://trello.com/c/n0eAdNC2,2023-08-28T02:25:34.214Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,MULTAS STTU,https://trello.com/c/ATtE7Lbe,2023-09-04T19:08:26.797Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,ALTO NÚMERO DE EMPRESAS FECHADAS,https://trello.com/c/tC4q2SVP,2023-09-04T21:25:49.420Z
60f844aeb93bca671c3fe551,Bruno Vital,INAUGURAÇÃO DA NOVA PRAÇA PEDRO VELHO,https://trello.com/c/Lq0ZOxEZ,2023-08-28T16:10:50.457Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,CAMELÓDROMO DO CENTRO DE NATAL PEDE SOCORRO,https://trello.com/c/xlAKoXa8,2023-08-30T22:06:51.785Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,SEBRAE 50 ANOS FB,https://trello.com/c/AW0VBOf8,2023-09-01T13:24:00.725Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,EDITAL BNB - ENERGIAS RENOVÁVEIS,https://trello.com/c/soCPw6HY,2023-09-01T13:23:56.894Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,RELATÓRIO SOBRE CRIME E VIOLÊNCIA EM NATAL,https://trello.com/c/ALmTCkOE,2023-08-30T22:06:33.515Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,LANÇAMENTO LIQUIDA NATAL 2023,https://trello.com/c/ICGmypvH,2023-08-30T22:06:28.180Z
60f844aeb93bca671c3fe551,Bruno Vital,CASSAÇÃO DA ZPE DE MACAÍBA,https://trello.com/c/Gj8Mxiii,2023-08-30T22:06:31.812Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,ENGORDA DE PONTA NEGRA,https://trello.com/c/hiakxsfb,2023-08-29T13:15:31.561Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,RN ULTRAPASSA LIMITE DE GASTOS COM PESSOAL HÁ 10 ANOS,https://trello.com/c/uOXaT5iK,2023-09-02T03:07:06.045Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,SEBRAE 50 ANOS,https://trello.com/c/UGcmqYnN,2023-08-31T02:01:02.246Z
60f844aeb93bca671c3fe551,Bruno Vital,ATUALIZAÇÃO PISO DA ENFERMAGEM NO RN,https://trello.com/c/mO9oLkjS,2023-08-29T13:15:58.274Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,AUMENTO DO NÚMERO DE PRESOS POR DIRIGIR ALCOOLIZADOS,https://trello.com/c/IxxCbjyV,2023-08-11T15:22:10.416Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,TRANSPOSIÇÃO DO RIO SÃO FRANCISCO: CUSTOS PARA O RN,https://trello.com/c/PBGyf3ei,2023-08-07T20:20:16.898Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,DESABAMENTO DE CASAS EM NEÓPOLIS,https://trello.com/c/pgudkQF3,2023-08-29T13:15:39.075Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,MÃES ATÍPICAS SE UNEM E FUNDAM INSTITUTO LE BLUE,https://trello.com/c/BmrJ4mCl,2023-08-29T13:15:42.141Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,PROJETO DE MÉDICO POTIGUAR CONCORRE À PREMIAÇÃO INTERNACIONAL,https://trello.com/c/HGv5W4tA,2023-08-21T20:39:40.099Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,ABANDONO DA CIDADE ALTA,https://trello.com/c/r5si3RV7,2023-08-21T13:34:05.831Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,SITUAÇÃO DAS VÍTIMAS DE DESABAMENTO EM NEÓPOLIS,https://trello.com/c/D3xxOAtj,2023-08-29T13:15:26.948Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,ACIDENTES DE MOTO LIDERAM LISTA DE ENTRADAS NO WALFREDO E SAMU NATAL,https://trello.com/c/rbksxrG4,2023-08-21T13:31:08.077Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,SHEIN NO RN,https://trello.com/c/sAbarJi1,2023-08-28T18:03:08.083Z
60f844aeb93bca671c3fe551,Bruno Vital,FOOD TRUCKS MOVIMENTAM ECONOMIA DA CIDADE,https://trello.com/c/ME29RFKN,2023-08-20T15:31:25.768Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,CALÇADÃO DA RUA JOÃO PESSOA: QUE OBRA LENTA É ESSA?,https://trello.com/c/dvTpFwaG,2023-08-27T23:15:21.678Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,AGOSTO LILÁS: CICLO DE VIOLÊNCIA CONTRA A MULHER,https://trello.com/c/R9fPQi9R,2023-08-27T22:57:50.728Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,COLETIVA DE IMPRENSA - DETALHAMENTO DO PAC 3 NO RN,https://trello.com/c/Pdfrr339,2023-08-17T10:50:57.132Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,MULHER ABRIGA QUASE 30 MORADORES DE RUA - 67% DA POPULAÇÃO DE RUA ESTÁ CONCENTRADA EM NATAL,https://trello.com/c/Y6df0fqg,2023-08-09T18:03:21.162Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,LANÇAMENTO DA FEDERAÇÃO DA PESCA ARTESANAL DO RN,https://trello.com/c/QVo2pt2W,2023-08-17T10:50:28.153Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,CAERN: EMPRESAS INTERESSADAS EM PARCERIA PARA AMPLIAR SERVIÇOS,https://trello.com/c/CiMXB44h,2023-08-17T10:50:23.553Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,CONGRESSO DE SINDICATOS EMPRESARIAIS,https://trello.com/c/KREvSoVm,2023-08-14T00:20:22.796Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,REPERCUSSÃO MACAS NO HWG,https://trello.com/c/9IuZ5Pf5,2023-08-14T00:20:32.887Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,PAIS ATÍPICOS,https://trello.com/c/4vGXAIdD,2023-08-11T15:21:46.482Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,ENGORDA DE PONTA NEGRA,https://trello.com/c/4O8vV85c,2023-08-14T00:20:24.059Z
60f844aeb93bca671c3fe551,Bruno Vital,EXPECTATIVA DE VENDAS PARA O DIA DOS PAIS,https://trello.com/c/tkxqmlDn,2023-08-07T18:03:22.964Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,CONTINUIDADE DA REPERCUSSÃO SOBRE AUMENTO DO ICMS,https://trello.com/c/IFz2Uyj2,2023-07-25T22:02:17.464Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,PROGRAMA DE ESCOLAS INTEGRAIS É SANCIONADO,https://trello.com/c/mXmVlKaY,2023-07-31T21:50:37.060Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,FILAS DO HWG: HISTÓRICO DA JUDICIALIZAÇÃO PARA ZERAR PACIENTES NOS CORREDORES,https://trello.com/c/10uTzvyb,2023-08-05T02:25:45.495Z
60f844aeb93bca671c3fe551,Bruno Vital,DESCRIMINALIZAÇÃO DA MACONHA,https://trello.com/c/nR9buEQM,2023-08-05T02:24:13.541Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,ADOLESCENTES USAM REDES SOCIAIS PARA DIAGNOSTICAR PROBLEMAS DE SAÚDE MENTAL,https://trello.com/c/VPRDg8Tz,2023-07-27T14:45:29.461Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,PROCURA POR EXAMES DE ANÁLISE CLÍNICA EM FARMÁCIAS DE NATAL,https://trello.com/c/6S2hh0UF,2023-08-02T19:41:15.606Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,ENTREVISTA PERES,https://trello.com/c/rf9wghg1,2023-08-05T02:22:33.683Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,SECRETÁRIO EXPÕE SITUAÇÃO DELICADA DAS FINANÇAS DO ESTADO,https://trello.com/c/t0n1C08U,2023-07-31T17:14:05.210Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,ENGORDA DE PONTA NEGRA,https://trello.com/c/oi2Zi3V8,2023-08-02T09:11:46.298Z
60f844aeb93bca671c3fe551,Bruno Vital,NOVIDADES SOBRE A TRINCHEIRA,https://trello.com/c/eb3RyT2F,2023-08-01T21:00:58.466Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,TURISTAS ESTRANGEIROS NO BRASIL,https://trello.com/c/pdejXPjO,2023-07-31T00:57:45.318Z
60f844aeb93bca671c3fe551,Bruno Vital,VIA COSTEIRA: SPU VAI PEDIR TERRENOS DE VOLTA AO GOVERNO DO RN,https://trello.com/c/bdEbHTwz,2023-07-31T00:57:47.564Z
60f844aeb93bca671c3fe551,Bruno Vital,VIA COSTEIRA: PGE VAI QUESTIONAR NOVO PDN/ PARQUE DA COSTEIRA,https://trello.com/c/lD3cphG2,2023-08-01T21:00:52.195Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,GREVE DOS MÉDICOS DE NATAL,https://trello.com/c/hwpuq7bn,2023-07-25T17:56:14.035Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,RN ESPERA E RJ CONSEGUE AVAL PARA ENGORDA DE 5 PRAIAS,https://trello.com/c/ckaK7jpq,2023-07-31T00:57:20.426Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,PLANTÃO: DIA D CONTRA A GRIPE E A FEBRE AMARELA,https://trello.com/c/K8ifLIT8,2023-08-06T16:42:17.249Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,LIBERAÇÃO DA LICENÇA PRÉVIA DA ENGORDA DE PONTA NEGRA,https://trello.com/c/9AJ3RdYq,2023-07-26T20:16:30.132Z
60f844aeb93bca671c3fe551,Bruno Vital,IMD,https://trello.com/c/NSVfqxBB,2023-07-27T15:13:56.074Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,Repercussão Engorda,https://trello.com/c/UbxfpPhB,2023-07-24T00:41:11.652Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,Bloqueios para UTIs,https://trello.com/c/cNyGSLVW,2023-07-24T00:41:11.110Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,COMBUSTÍVEIS,https://trello.com/c/Bpek8cOz,2023-07-24T00:40:45.884Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,PARALISAÇÃO DA SAÚDE DO RN /MATERNIDADE ARAKEN PINTO E PROTESTO PAGAMENTO DO PISO,https://trello.com/c/tkYwSDSU,2023-06-27T15:50:59.465Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,FECHAMENTO DAS ESCOLAS CÍVICOS MILITARES,https://trello.com/c/5E86Cknz,2023-07-20T14:45:26.057Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,MATERNIDADE ARAKEN PINTO,https://trello.com/c/d9JV5SIf,2023-07-11T14:56:52.621Z
60f844aeb93bca671c3fe551,Bruno Vital,SINDICATO DOS POLICIAIS PENAIS ACUSA GOVERNO DE PRIVILEGIAR FACÇÕES,https://trello.com/c/xJy6AomZ,2023-07-20T14:45:29.440Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,ESTAÇÃO DE TREM SEM FUNCIONAMENTO EM SÃO GONÇALO DO AMARANTE,https://trello.com/c/WGao3zbA,2023-07-19T15:55:39.347Z
60f844aeb93bca671c3fe551,Bruno Vital,GREVES NO RIO GRANDE DO NORTE,https://trello.com/c/jx1oyoTn,2023-07-19T15:55:30.916Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,REUNIÃO IDEMA ENGORDA DE PONTA NEGRA/ REPERCUSSÃO ATO PÚBLICO,https://trello.com/c/v1Zalw7I,2023-07-10T19:14:46.418Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,KASSAB,https://trello.com/c/Dff8TUxB,2023-07-11T16:47:44.614Z
60f844aeb93bca671c3fe551,Bruno Vital,ENTREVISTA ECONOMIA - DIRETOR DA PETROBRAS MAURICIO TOLMASQUIM,https://trello.com/c/IvXHkFiH,2023-06-19T16:50:18.938Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,ATAQUES CRIMINOSOS: CONTINUIDADE DAS AÇÕES NO RN PÓS AJUDA FEDERAL DO MINISTRO DA JUSTIÇA ,https://trello.com/c/L5WdT9bX,2023-06-29T14:54:41.375Z
60f844aeb93bca671c3fe551,Bruno Vital,SÉRIE VIA COSTEIRA: RUÍNAS DO HOTEL BRA,https://trello.com/c/AZaUASxv,2023-07-07T18:06:15.241Z
60f844aeb93bca671c3fe551,Bruno Vital,VIA COSTEIRA: PREJUÍZO COM TERRENOS SEM USO,https://trello.com/c/r7efKZAG,2023-07-03T19:46:49.003Z
60f844aeb93bca671c3fe551,Bruno Vital,SÉRIE VIA COSTEIRA: TERRENOS SEM USO,https://trello.com/c/18Q6AXtM,2023-06-29T14:54:35.312Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,ENGORDA DA PRAIA DE PONTA NEGRA,https://trello.com/c/g6wjyWSv,2023-07-02T22:59:27.956Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,PETRÓLEO,https://trello.com/c/NY554MXs,2023-07-03T00:15:39.661Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,ENGORDA DE PONTA NEGRA,https://trello.com/c/uOetT4tg,2023-06-29T20:49:27.062Z
60f844aeb93bca671c3fe551,Bruno Vital,ENTREVISTA TERÇO DOS HOMENS/AÇÕES DO PADRE FRANCISCO FERNANDES,https://trello.com/c/QxO4Qfzd,2023-06-26T21:43:46.046Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,COMBUSTÍVEIS: RETOMADA DE IMPOSTOS FEDERAIS NO DIA 29 DE JUNHO,https://trello.com/c/w6384QlF,2023-06-29T20:49:30.426Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,CARROS ELÉTRICOS,https://trello.com/c/hiAQqv3o,2023-07-02T16:04:13.629Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,ENERGIA SOLAR /GERAÇÃO DISTRIBUÍDA,https://trello.com/c/1qIzQEb8,2023-06-27T15:51:07.787Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,ÁREAS DE NATAL COM RISCOS DE DESABAMENTO,https://trello.com/c/858Xs7Pc,2023-06-26T00:37:09.327Z
60f844aeb93bca671c3fe551,Bruno Vital,CNC: REFORMA TRIBUTÁRIA PODE ELEVAR EM 261% IMPOSTOS EM SERVIÇOS,https://trello.com/c/3A728QBN,2023-06-27T01:15:16.388Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,PRÉDIOS DA UNIÃO ABANDONADOS NA RIBEIRA,https://trello.com/c/Ryf2EwHI,2023-06-21T21:44:10.523Z
60f844aeb93bca671c3fe551,Bruno Vital,CONTINUAR PL SUPRESSÃO VEGETAL NOS PERÍMETROS IRRIGADOS,https://trello.com/c/My5kvKa2,2023-06-23T17:34:34.657Z
60f844aeb93bca671c3fe551,Bruno Vital,MÉDICOS DA COOPMED AMEAÇAM PARALISAR ATIVIDADES,https://trello.com/c/GeaBc3oE,2023-06-06T18:00:01.679Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,REPERCUSSÃO DA NOTA DA ABIH-RN SOBRE A LENTIDÃO DA ENGORDA DE PONTA NEGRA,https://trello.com/c/egE0gb7f,2023-06-21T20:22:03.496Z
60f844aeb93bca671c3fe551,Bruno Vital,SÉRIE: FALTA DE INVESTIMENTOS NA VIA COSTEIRA,https://trello.com/c/jHyMTpQj,2023-06-07T16:22:54.146Z
60f844aeb93bca671c3fe551,Bruno Vital,VETO A PL SUPRESSÃO VEGETAL NOS PERÍMETROS IRRIGADOS,https://trello.com/c/x1Uc344E,2023-06-22T16:10:52.859Z
60f844aeb93bca671c3fe551,Bruno Vital,COLETIVA PLANOS DA PETROBRAS NO RN / FUTURO POLÍTICO DE JEAN PAUL,https://trello.com/c/B79CR7OC,2023-06-19T16:50:20.298Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,PESQUISA SOBRE ENERGIA EÓLICA OFFSHORE E PROJETO MARGEM EQUATORIAL BRASILEIRA,https://trello.com/c/9CDFtC9K,2023-06-19T16:48:09.025Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,AUDIÊNCIA PÚBLICA - EROSÕES NO LITORAL POTIGUAR,https://trello.com/c/gTQbFGQ8,2023-06-22T16:11:11.317Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,REUNIÃO DE PREFEITOS E SETOR PRODUTIVO,https://trello.com/c/m5fNU4QD,2023-06-22T16:08:35.659Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,SOLENE EM HOMENAGEM AO BAIRRO CIDADE DA ESPERANÇA/HOMENAGEM A HENRIQUE ALVES,https://trello.com/c/5jAazoyF,2023-06-20T17:43:14.650Z
60f844aeb93bca671c3fe551,Bruno Vital,ESCOLA ESTADUAL MODELO ESTÁ COM ESTRUTURA CAINDO,https://trello.com/c/ciTAKnkx,2023-06-21T20:22:00.277Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,LANÇAMENTO DOIS A ENGENHARIA: JARDINS DO POTENGI,https://trello.com/c/5wB5FH6K,2023-06-19T16:47:47.586Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,PERDAS DOS ESTADOS COM ICMS DE COMBUSTÍVEIS,https://trello.com/c/ktoPbGeh,2023-06-05T18:09:49.053Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,INVASÃO DE TERRA EM SÃO GONÇALO,https://trello.com/c/hKLtVfRs,2023-06-07T16:22:59.277Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,FECHAMENTO DE HOSPITAL PEDIÁTRICO,https://trello.com/c/vY3qU3vH,2023-06-14T15:53:32.752Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,ISENÇÃO DE IMPOSTOS NO TRANSPORTE AÉREO,https://trello.com/c/8dy3lsuD,2023-06-06T13:47:36.074Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,NOVAS TRINCHEIRAS,https://trello.com/c/g7XTzmtR,2023-06-07T00:20:58.626Z
60f844aeb93bca671c3fe551,Bruno Vital,MOVIMENTO DO COMÉRCIO PARA O DIAS DOS NAMORADOS,https://trello.com/c/i4QcUI2e,2023-06-07T17:12:50.748Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,CARCINICULTURA,https://trello.com/c/MGHM2Bz6,2023-06-09T20:46:59.161Z
60f844aeb93bca671c3fe551,Bruno Vital,ENTREVISTA ALDEMIR FREIRE,https://trello.com/c/v9K83Ae0,2023-06-05T11:17:43.244Z
60f844aeb93bca671c3fe551,Bruno Vital,"QUEDA NA VENDA DE CARROS NOVOS, SEMINOVOS E USADOS",https://trello.com/c/DGwTPxxk,2023-06-04T19:00:05.668Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,AUMENTO DO PREÇO DE GASOLINA EM POSTOS DE NATAL,https://trello.com/c/aJs2rWLD,2023-06-02T12:51:20.345Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,TERMINAL PESQUEIRO DE NATAL,https://trello.com/c/ma2xV1cc,2023-06-02T15:26:31.864Z
60f844aeb93bca671c3fe551,Bruno Vital,PROFESSORES DO RN NÃO RECEBEM AUMENTO DO PISO,https://trello.com/c/9Fenvuf7,2023-05-31T22:38:37.585Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,AUMENTO DO NÚMERO DE MULHERES ENFARTADAS,https://trello.com/c/Zp0ktIuH,2023-06-13T15:51:54.369Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,REPERCUSSÃO INVASÃO DO MST EM MOSSORÓ,https://trello.com/c/iWQzIIHo,2023-05-31T11:03:39.093Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,VISITA ÀS ETEs DA CAERN,https://trello.com/c/9XJsUEQv,2023-05-30T17:54:31.258Z
5b6b219cf77e1d03567d2169,icarocesarcarvalho,ATUALIZAÇÃO DO ATRASO DOS CONSIGNADOS,https://trello.com/c/9PE48CXv,2023-05-26T16:32:25.988Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,DIA LIVRE DE IMPOSTOS,https://trello.com/c/asfmpjSK,2023-05-25T22:54:03.928Z
5b68ba272ed9aa171a785b27,margareth grilo,OFICINAS DE COSTURA - Indústria 4.0,https://trello.com/c/o1KK2B2L,2023-05-26T16:33:16.078Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,PROCON PROMOVE AÇÃO NACIONAL DE FISCALIZAÇÃO DE COMBUSTÍVEIS,https://trello.com/c/ZYmJMyt7,2023-05-25T18:20:20.680Z
5f3d301a2c3e28123f5695f3,Felipe Salustino,ETEs PARADAS ATRAPALHAM LIBERAÇÃO DE ALVARÁS,https://trello.com/c/yoSi3nP7,2023-05-27T17:46:10.180Z
